test_id,test_category,test_type,temperature,humidity,vibration,pressure,risk_score,pass_fail,test_duration,test_date,standard
TEST_001247,humidity,condensation,26.98,89.75,6.48,1111.61,0.432,PASS,250,2024-11-05 18:31:19.509047,ISO 16750-4
TEST_001248,humidity,humidity_resistance,48.56,17.8,15.11,1042.32,0.368,PASS,192,2025-02-25 18:31:19.509110,MIL-STD-810 Method 507.7
TEST_001249,temperature,low_temp,-15.67,90.36,18.03,848.21,1.0,FAIL,58,2024-11-08 18:31:19.509155,MIL-STD-810 Method 502.7
TEST_001250,temperature,low_temp,-0.73,23.22,49.89,890.94,0.976,FAIL,389,2024-12-31 18:31:19.509192,MIL-STD-810 Method 502.7
TEST_001251,vibration,acoustic_vibration,-8.19,29.51,3.97,1170.06,0.387,PASS,40,2025-06-24 18:31:19.509224,MIL-STD-810 Method 515.8
TEST_001252,vibration,acoustic_vibration,54.66,58.17,11.97,803.97,0.834,FAIL,237,2025-01-17 18:31:19.509254,MIL-STD-810 Method 515.8
TEST_001253,vibration,acoustic_vibration,56.56,46.46,21.62,843.03,0.914,FAIL,432,2025-04-12 18:31:19.509280,MIL-STD-810 Method 515.8
TEST_001254,vibration,mechanical_vibration,-32.54,84.97,47.64,946.8,1.0,FAIL,159,2025-04-23 18:31:19.509307,MIL-STD-810 Method 514.8
TEST_001255,humidity,humidity_resistance,-29.97,68.47,11.02,1176.66,0.773,FAIL,173,2024-08-06 18:31:19.509335,MIL-STD-810 Method 507.7
TEST_001256,temperature,high_temp,64.95,58.28,7.0,942.17,0.501,PASS,60,2025-07-20 18:31:19.509361,MIL-STD-810 Method 501.7
TEST_001257,humidity,condensation,-10.35,51.84,10.39,940.47,0.474,PASS,166,2024-08-08 18:31:19.509388,ISO 16750-4
TEST_001258,vibration,acoustic_vibration,-34.2,94.47,21.92,1000.06,1.0,FAIL,214,2025-07-04 18:31:19.509414,MIL-STD-810 Method 515.8
TEST_001259,temperature,thermal_shock,59.08,83.97,26.26,1191.15,1.0,FAIL,66,2024-12-25 18:31:19.509446,IEC 60068-2-14
TEST_001260,vibration,shock,55.92,39.45,20.55,956.79,0.598,PASS,350,2025-02-19 18:31:19.509474,IEC 60068-2-27
TEST_001261,temperature,low_temp,25.22,61.33,28.08,932.68,0.344,PASS,322,2024-11-25 18:31:19.509502,MIL-STD-810 Method 502.7
TEST_001262,humidity,condensation,13.43,40.81,4.28,1118.26,0.226,PASS,402,2025-01-29 18:31:19.509530,ISO 16750-4
TEST_001263,humidity,water_splash,39.89,56.66,25.26,1012.16,0.418,PASS,231,2025-01-01 18:31:19.509556,IEC 60529
TEST_001264,vibration,mechanical_vibration,-23.5,25.23,25.19,1097.14,0.692,PASS,286,2025-04-08 18:31:19.509582,MIL-STD-810 Method 514.8
TEST_001265,vibration,acoustic_vibration,-30.53,41.62,28.28,1064.38,0.82,FAIL,61,2025-06-17 18:31:19.509608,MIL-STD-810 Method 515.8
TEST_001266,humidity,condensation,10.02,78.45,4.37,1166.95,0.298,PASS,207,2025-08-02 18:31:19.509634,ISO 16750-4
TEST_001267,temperature,low_temp,-25.19,45.68,16.36,1105.57,0.751,FAIL,392,2024-09-15 18:31:19.509660,MIL-STD-810 Method 502.7
TEST_001268,vibration,shock,28.11,10.89,32.77,1154.71,1.0,FAIL,271,2025-07-18 18:31:19.509686,IEC 60068-2-27
TEST_001269,temperature,high_temp,-25.06,71.48,7.02,1088.79,0.439,PASS,112,2025-05-29 18:31:19.509719,MIL-STD-810 Method 501.7
TEST_001270,temperature,thermal_shock,-32.98,40.36,40.89,921.45,1.0,FAIL,175,2025-05-09 18:31:19.509746,IEC 60068-2-14
TEST_001271,temperature,high_temp,16.29,91.54,6.88,1112.16,0.723,FAIL,188,2024-08-19 18:31:19.509772,MIL-STD-810 Method 501.7
TEST_001272,temperature,thermal_shock,23.17,62.16,47.41,1115.32,0.945,FAIL,479,2024-10-04 18:31:19.509799,IEC 60068-2-14
TEST_001273,humidity,humidity_resistance,49.77,60.51,13.56,1025.62,0.405,PASS,236,2025-04-07 18:31:19.509826,MIL-STD-810 Method 507.7
TEST_001274,humidity,water_splash,68.09,90.24,37.47,827.35,1.0,FAIL,170,2024-12-01 18:31:19.509852,IEC 60529
TEST_001275,humidity,condensation,35.73,26.58,16.21,819.81,0.593,PASS,98,2024-11-21 18:31:19.509878,ISO 16750-4
TEST_001276,temperature,high_temp,14.68,49.25,36.52,1040.48,0.372,PASS,248,2024-09-21 18:31:19.509904,MIL-STD-810 Method 501.7
TEST_001277,temperature,thermal_shock,20.12,63.18,12.84,1049.19,0.229,PASS,54,2025-07-12 18:31:19.509929,IEC 60068-2-14
TEST_001278,humidity,humidity_resistance,21.63,24.13,30.61,1184.63,0.881,FAIL,80,2025-04-15 18:31:19.509959,MIL-STD-810 Method 507.7
TEST_001279,humidity,condensation,57.52,10.03,38.23,880.31,1.0,FAIL,402,2024-10-24 18:31:19.509988,ISO 16750-4
TEST_001280,vibration,shock,-27.18,73.91,3.5,1116.99,0.512,PASS,35,2025-04-08 18:31:19.510014,IEC 60068-2-27
TEST_001281,vibration,mechanical_vibration,41.45,34.31,12.91,1138.42,0.61,PASS,171,2025-02-04 18:31:19.510040,MIL-STD-810 Method 514.8
TEST_001282,humidity,humidity_resistance,18.04,87.59,2.12,1002.36,0.229,PASS,197,2025-02-08 18:31:19.510066,MIL-STD-810 Method 507.7
TEST_001283,vibration,shock,28.39,21.99,7.24,839.21,0.318,PASS,53,2025-05-22 18:31:19.510091,IEC 60068-2-27
TEST_001284,temperature,low_temp,15.37,53.99,6.8,998.9,0.0,PASS,59,2025-06-21 18:31:19.510117,MIL-STD-810 Method 502.7
TEST_001285,humidity,humidity_resistance,12.84,77.05,10.53,842.05,0.569,PASS,291,2025-04-20 18:31:19.510143,MIL-STD-810 Method 507.7
TEST_001286,vibration,shock,61.34,34.52,24.59,880.03,1.0,FAIL,407,2025-01-07 18:31:19.510169,IEC 60068-2-27
TEST_001287,humidity,condensation,-6.05,58.51,40.61,844.91,1.0,FAIL,87,2025-04-12 18:31:19.510200,ISO 16750-4
TEST_001288,humidity,condensation,-0.51,83.65,24.05,1123.35,0.896,FAIL,461,2025-07-02 18:31:19.510232,ISO 16750-4
TEST_001289,temperature,low_temp,20.23,43.18,44.23,864.85,0.849,FAIL,133,2025-02-20 18:31:19.510261,MIL-STD-810 Method 502.7
TEST_001290,vibration,acoustic_vibration,28.33,22.66,4.92,1185.28,0.278,PASS,117,2024-11-07 18:31:19.510287,MIL-STD-810 Method 515.8
TEST_001291,temperature,thermal_shock,30.09,86.33,43.78,967.14,0.834,FAIL,424,2024-08-28 18:31:19.510314,IEC 60068-2-14
TEST_001292,temperature,high_temp,-19.92,86.31,18.39,976.85,0.603,PASS,384,2025-01-18 18:31:19.510340,MIL-STD-810 Method 501.7
TEST_001293,vibration,acoustic_vibration,68.81,64.32,29.61,815.66,1.0,FAIL,333,2024-12-17 18:31:19.510367,MIL-STD-810 Method 515.8
TEST_001294,temperature,high_temp,49.97,83.26,24.21,1091.99,0.832,FAIL,72,2024-08-30 18:31:19.510393,MIL-STD-810 Method 501.7
TEST_001295,vibration,shock,32.36,70.94,20.94,1112.3,0.577,PASS,443,2024-12-02 18:31:19.510420,IEC 60068-2-27
TEST_001296,temperature,high_temp,-36.53,48.37,19.34,1113.17,1.0,FAIL,161,2024-11-16 18:31:19.510446,MIL-STD-810 Method 501.7
TEST_001297,humidity,humidity_resistance,17.73,86.04,48.7,1191.11,1.0,FAIL,123,2025-04-15 18:31:19.510474,MIL-STD-810 Method 507.7
TEST_001298,temperature,low_temp,55.58,18.4,44.64,1184.01,1.0,FAIL,252,2025-07-09 18:31:19.510506,MIL-STD-810 Method 502.7
TEST_001299,vibration,acoustic_vibration,63.19,75.81,46.75,1076.21,1.0,FAIL,257,2025-05-17 18:31:19.510533,MIL-STD-810 Method 515.8
TEST_001300,vibration,mechanical_vibration,58.79,19.27,3.73,935.24,0.383,PASS,128,2024-09-21 18:31:19.510559,MIL-STD-810 Method 514.8
TEST_001301,vibration,shock,57.61,36.08,1.73,958.25,0.297,PASS,30,2024-08-11 18:31:19.510585,IEC 60068-2-27
TEST_001302,humidity,water_splash,-26.83,16.15,41.96,1125.06,1.0,FAIL,213,2025-08-03 18:31:19.510611,IEC 60529
TEST_001303,temperature,low_temp,-38.64,80.33,8.19,955.65,0.718,FAIL,330,2024-10-23 18:31:19.510637,MIL-STD-810 Method 502.7
TEST_001304,humidity,humidity_resistance,-37.29,27.19,35.29,1145.25,1.0,FAIL,417,2025-07-23 18:31:19.510663,MIL-STD-810 Method 507.7
TEST_001305,temperature,thermal_shock,-31.74,75.36,34.42,1110.28,1.0,FAIL,409,2025-07-18 18:31:19.510689,IEC 60068-2-14
TEST_001306,vibration,acoustic_vibration,-22.89,43.95,6.6,1041.54,0.337,PASS,386,2025-02-21 18:31:19.510714,MIL-STD-810 Method 515.8
TEST_001307,vibration,mechanical_vibration,11.57,25.07,27.66,963.81,0.324,PASS,111,2024-09-27 18:31:19.510744,MIL-STD-810 Method 514.8
TEST_001308,humidity,condensation,43.93,64.45,0.67,972.78,0.201,PASS,468,2025-06-05 18:31:19.510771,ISO 16750-4
TEST_001309,vibration,mechanical_vibration,-23.58,70.51,10.31,963.61,0.533,PASS,195,2025-03-08 18:31:19.510799,MIL-STD-810 Method 514.8
TEST_001310,humidity,humidity_resistance,19.17,40.2,37.05,864.49,0.794,FAIL,269,2025-05-08 18:31:19.510825,MIL-STD-810 Method 507.7
TEST_001311,humidity,humidity_resistance,68.6,46.95,14.0,917.5,0.808,FAIL,320,2025-04-02 18:31:19.510850,MIL-STD-810 Method 507.7
TEST_001312,temperature,thermal_shock,15.26,94.24,44.33,991.65,0.999,FAIL,170,2024-12-13 18:31:19.510877,IEC 60068-2-14
TEST_001313,vibration,acoustic_vibration,-33.31,21.68,21.3,1132.77,1.0,FAIL,84,2025-05-29 18:31:19.510903,MIL-STD-810 Method 515.8
TEST_001314,vibration,mechanical_vibration,3.59,56.07,13.44,844.49,0.548,PASS,157,2025-07-24 18:31:19.510928,MIL-STD-810 Method 514.8
TEST_001315,humidity,humidity_resistance,55.85,92.87,38.69,871.54,1.0,FAIL,88,2025-01-06 18:31:19.510954,MIL-STD-810 Method 507.7
TEST_001316,temperature,low_temp,-31.95,68.4,29.45,1049.57,0.695,PASS,228,2025-08-03 18:31:19.510980,MIL-STD-810 Method 502.7
TEST_001317,humidity,water_splash,55.67,31.3,23.21,860.38,0.815,FAIL,150,2024-09-06 18:31:19.511010,IEC 60529
TEST_001318,temperature,low_temp,21.39,15.1,34.76,1098.41,0.516,PASS,454,2024-10-26 18:31:19.511037,MIL-STD-810 Method 502.7
TEST_001319,temperature,low_temp,-29.09,80.91,47.42,838.09,1.0,FAIL,270,2025-02-16 18:31:19.511066,MIL-STD-810 Method 502.7
TEST_001320,vibration,shock,59.4,66.8,31.06,1121.33,1.0,FAIL,178,2024-12-02 18:31:19.511093,IEC 60068-2-27
TEST_001321,temperature,high_temp,-22.74,78.59,36.3,989.15,0.676,PASS,33,2025-04-02 18:31:19.511119,MIL-STD-810 Method 501.7
TEST_001322,vibration,shock,-22.08,91.44,45.71,1023.52,1.0,FAIL,370,2025-06-18 18:31:19.511145,IEC 60068-2-27
TEST_001323,humidity,condensation,12.87,19.67,17.09,1099.82,0.335,PASS,186,2025-07-10 18:31:19.511171,ISO 16750-4
TEST_001324,humidity,humidity_resistance,41.65,93.89,44.26,933.57,1.0,FAIL,91,2025-04-11 18:31:19.511209,MIL-STD-810 Method 507.7
TEST_001325,temperature,thermal_shock,23.55,92.18,26.82,1174.59,1.0,FAIL,232,2024-09-11 18:31:19.511242,IEC 60068-2-14
TEST_001326,humidity,condensation,11.8,63.4,4.82,934.01,0.112,PASS,239,2025-01-11 18:31:19.511273,ISO 16750-4
TEST_001327,vibration,acoustic_vibration,7.39,27.95,38.22,1018.23,0.33,PASS,232,2025-07-28 18:31:19.511310,MIL-STD-810 Method 515.8
TEST_001328,temperature,high_temp,51.83,29.94,49.7,1140.52,1.0,FAIL,97,2025-01-18 18:31:19.511338,MIL-STD-810 Method 501.7
TEST_001329,temperature,high_temp,-5.13,13.04,29.63,1165.98,0.894,FAIL,372,2025-03-16 18:31:19.511366,MIL-STD-810 Method 501.7
TEST_001330,temperature,thermal_shock,-26.36,92.89,0.67,1055.73,0.673,PASS,116,2025-03-29 18:31:19.511392,IEC 60068-2-14
TEST_001331,humidity,humidity_resistance,52.44,74.18,36.92,1056.52,0.809,FAIL,316,2025-04-14 18:31:19.511419,MIL-STD-810 Method 507.7
TEST_001332,humidity,water_splash,53.58,28.01,47.49,907.31,0.951,FAIL,318,2024-09-27 18:31:19.511445,IEC 60529
TEST_001333,vibration,acoustic_vibration,61.5,35.32,48.82,954.48,1.0,FAIL,55,2024-09-06 18:31:19.511471,MIL-STD-810 Method 515.8
TEST_001334,temperature,thermal_shock,-24.8,31.46,49.5,995.11,0.755,FAIL,317,2024-10-16 18:31:19.511497,IEC 60068-2-14
TEST_001335,humidity,humidity_resistance,67.34,70.39,33.92,882.18,1.0,FAIL,455,2024-12-14 18:31:19.511523,MIL-STD-810 Method 507.7
TEST_001336,vibration,mechanical_vibration,28.04,43.05,46.98,1013.58,0.555,PASS,313,2025-06-06 18:31:19.511553,MIL-STD-810 Method 514.8
TEST_001337,temperature,thermal_shock,-6.5,20.5,39.88,868.95,0.904,FAIL,42,2025-06-26 18:31:19.511581,IEC 60068-2-14
TEST_001338,humidity,water_splash,37.35,14.83,43.44,1126.14,1.0,FAIL,268,2024-12-18 18:31:19.511608,IEC 60529
TEST_001339,temperature,low_temp,-8.51,80.85,36.31,1126.77,1.0,FAIL,215,2025-06-07 18:31:19.511635,MIL-STD-810 Method 502.7
TEST_001340,humidity,water_splash,0.94,67.57,17.44,1117.64,0.405,PASS,242,2025-03-02 18:31:19.511661,IEC 60529
TEST_001341,humidity,condensation,5.6,42.23,13.51,1157.15,0.515,PASS,107,2024-11-15 18:31:19.511687,ISO 16750-4
TEST_001342,vibration,mechanical_vibration,30.5,77.79,41.69,822.96,1.0,FAIL,112,2025-04-26 18:31:19.511713,MIL-STD-810 Method 514.8
TEST_001343,humidity,water_splash,0.33,63.2,8.59,861.49,0.193,PASS,284,2024-11-12 18:31:19.511740,IEC 60529
TEST_001344,temperature,thermal_shock,-8.18,31.94,7.66,920.76,0.224,PASS,46,2025-08-02 18:31:19.511767,IEC 60068-2-14
TEST_001345,vibration,mechanical_vibration,38.75,32.66,28.41,844.34,0.621,PASS,244,2024-08-23 18:31:19.511794,MIL-STD-810 Method 514.8
TEST_001346,vibration,mechanical_vibration,-28.65,90.99,41.59,824.11,1.0,FAIL,332,2024-10-02 18:31:19.511824,MIL-STD-810 Method 514.8
TEST_001347,humidity,water_splash,10.17,86.93,5.45,1058.5,0.325,PASS,229,2025-05-04 18:31:19.511851,IEC 60529
TEST_001348,temperature,high_temp,-12.9,36.54,6.48,886.42,0.43,PASS,397,2024-10-17 18:31:19.511878,MIL-STD-810 Method 501.7
TEST_001349,humidity,humidity_resistance,69.77,39.55,49.29,1039.23,1.0,FAIL,388,2025-04-07 18:31:19.511905,MIL-STD-810 Method 507.7
TEST_001350,temperature,high_temp,-6.75,19.74,4.77,852.39,0.294,PASS,283,2025-03-04 18:31:19.511932,MIL-STD-810 Method 501.7
TEST_001351,humidity,humidity_resistance,31.36,40.09,24.72,803.68,0.689,PASS,224,2024-09-13 18:31:19.511959,MIL-STD-810 Method 507.7
TEST_001352,humidity,condensation,-35.34,27.35,43.59,813.11,1.0,FAIL,368,2025-01-13 18:31:19.511985,ISO 16750-4
TEST_001353,humidity,water_splash,7.12,93.62,46.74,1135.48,1.0,FAIL,260,2025-03-14 18:31:19.512011,IEC 60529
TEST_001354,vibration,mechanical_vibration,57.52,50.65,1.56,1101.05,0.478,PASS,111,2024-08-06 18:31:19.512038,MIL-STD-810 Method 514.8
TEST_001355,humidity,condensation,38.79,61.11,39.63,1130.85,0.901,FAIL,56,2024-12-15 18:31:19.512064,ISO 16750-4
TEST_001356,vibration,shock,-1.46,34.94,3.76,902.54,0.232,PASS,432,2024-11-07 18:31:19.512095,IEC 60068-2-27
TEST_001357,temperature,low_temp,23.22,92.02,22.06,1051.54,0.683,PASS,352,2024-11-03 18:31:19.512123,MIL-STD-810 Method 502.7
TEST_001358,vibration,acoustic_vibration,69.47,70.27,36.89,1178.63,1.0,FAIL,117,2025-05-27 18:31:19.512151,MIL-STD-810 Method 515.8
TEST_001359,vibration,mechanical_vibration,56.31,27.64,32.77,818.75,1.0,FAIL,307,2024-12-18 18:31:19.512178,MIL-STD-810 Method 514.8
TEST_001360,temperature,high_temp,55.95,47.97,3.25,1130.81,0.585,PASS,253,2024-08-14 18:31:19.512212,MIL-STD-810 Method 501.7
TEST_001361,humidity,water_splash,28.28,87.71,42.71,1073.07,0.823,FAIL,192,2025-05-09 18:31:19.512239,IEC 60529
TEST_001362,humidity,condensation,13.03,10.88,27.99,1146.61,0.678,PASS,336,2025-06-23 18:31:19.512266,ISO 16750-4
TEST_001363,temperature,low_temp,66.55,31.37,39.89,857.16,1.0,FAIL,267,2024-11-21 18:31:19.512292,MIL-STD-810 Method 502.7
TEST_001364,temperature,thermal_shock,54.69,43.99,42.26,1098.08,0.896,FAIL,223,2025-05-31 18:31:19.512319,IEC 60068-2-14
TEST_001365,temperature,thermal_shock,60.53,64.77,31.18,810.9,1.0,FAIL,271,2024-10-02 18:31:19.512349,IEC 60068-2-14
TEST_001366,vibration,acoustic_vibration,31.82,32.44,19.02,834.6,0.686,PASS,311,2025-02-18 18:31:19.512380,MIL-STD-810 Method 515.8
TEST_001367,humidity,humidity_resistance,31.12,76.39,7.15,1058.1,0.25,PASS,58,2024-12-06 18:31:19.512412,MIL-STD-810 Method 507.7
TEST_001368,humidity,humidity_resistance,46.29,67.64,25.16,861.36,0.743,FAIL,175,2024-10-23 18:31:19.512442,MIL-STD-810 Method 507.7
TEST_001369,humidity,humidity_resistance,7.62,56.95,41.19,1174.14,1.0,FAIL,211,2025-03-31 18:31:19.512474,MIL-STD-810 Method 507.7
TEST_001370,vibration,shock,-12.95,85.22,8.22,1095.72,0.556,PASS,303,2025-06-27 18:31:19.512504,IEC 60068-2-27
TEST_001371,temperature,high_temp,47.87,53.53,4.0,943.84,0.28,PASS,397,2024-12-24 18:31:19.512534,MIL-STD-810 Method 501.7
TEST_001372,humidity,humidity_resistance,38.09,75.33,2.8,845.64,0.392,PASS,246,2024-10-16 18:31:19.512564,MIL-STD-810 Method 507.7
TEST_001373,humidity,water_splash,15.91,93.83,2.99,1104.99,0.669,PASS,90,2025-05-11 18:31:19.512601,IEC 60529
TEST_001374,humidity,water_splash,-11.45,24.93,36.13,1058.09,0.702,FAIL,109,2024-10-20 18:31:19.512636,IEC 60529
TEST_001375,vibration,mechanical_vibration,14.2,59.9,3.69,1152.57,0.353,PASS,350,2025-01-27 18:31:19.512667,MIL-STD-810 Method 514.8
TEST_001376,vibration,shock,27.55,74.82,35.19,1023.95,0.399,PASS,472,2024-08-09 18:31:19.512697,IEC 60068-2-27
TEST_001377,temperature,thermal_shock,54.65,45.72,29.63,827.99,0.878,FAIL,469,2025-05-26 18:31:19.512727,IEC 60068-2-14
TEST_001378,vibration,acoustic_vibration,2.3,93.74,30.5,1183.04,1.0,FAIL,393,2025-03-18 18:31:19.512753,MIL-STD-810 Method 515.8
TEST_001379,vibration,mechanical_vibration,-23.81,31.39,1.17,881.88,0.545,PASS,372,2024-11-07 18:31:19.512786,MIL-STD-810 Method 514.8
TEST_001380,humidity,humidity_resistance,13.64,66.23,26.13,1055.24,0.385,PASS,48,2025-04-25 18:31:19.512816,MIL-STD-810 Method 507.7
TEST_001381,vibration,shock,23.47,85.34,26.03,847.92,0.837,FAIL,102,2025-03-04 18:31:19.512846,IEC 60068-2-27
TEST_001382,humidity,condensation,-19.08,87.16,12.07,1061.96,0.685,PASS,150,2025-03-03 18:31:19.512876,ISO 16750-4
TEST_001383,vibration,mechanical_vibration,1.8,76.8,22.09,1078.18,0.426,PASS,315,2025-05-05 18:31:19.512902,MIL-STD-810 Method 514.8
TEST_001384,vibration,acoustic_vibration,31.48,59.62,3.55,957.12,0.098,PASS,110,2025-01-29 18:31:19.512932,MIL-STD-810 Method 515.8
TEST_001385,temperature,low_temp,34.5,10.32,34.42,1039.89,0.663,PASS,328,2025-05-26 18:31:19.512959,MIL-STD-810 Method 502.7
TEST_001386,temperature,low_temp,34.18,53.58,45.09,913.8,0.637,PASS,49,2024-08-13 18:31:19.512989,MIL-STD-810 Method 502.7
TEST_001387,vibration,acoustic_vibration,-11.4,23.52,35.79,989.22,0.58,PASS,432,2024-09-07 18:31:19.513019,MIL-STD-810 Method 515.8
TEST_001388,humidity,humidity_resistance,69.03,15.97,21.18,1045.15,0.754,FAIL,419,2024-10-18 18:31:19.513049,MIL-STD-810 Method 507.7
TEST_001389,temperature,low_temp,11.27,50.05,6.01,854.73,0.235,PASS,190,2025-06-07 18:31:19.513081,MIL-STD-810 Method 502.7
TEST_001390,temperature,high_temp,25.65,39.93,38.19,834.37,0.921,FAIL,269,2024-08-25 18:31:19.513113,MIL-STD-810 Method 501.7
TEST_001391,temperature,thermal_shock,66.62,90.71,13.8,993.46,1.0,FAIL,50,2025-04-06 18:31:19.513144,IEC 60068-2-14
TEST_001392,humidity,humidity_resistance,42.96,57.05,10.23,888.69,0.648,PASS,240,2025-06-15 18:31:19.513174,MIL-STD-810 Method 507.7
TEST_001393,temperature,thermal_shock,69.02,18.73,23.34,1133.83,1.0,FAIL,371,2024-12-30 18:31:19.513228,IEC 60068-2-14
TEST_001394,humidity,condensation,-20.66,14.4,25.36,1177.54,1.0,FAIL,292,2025-05-31 18:31:19.513262,ISO 16750-4
TEST_001395,temperature,high_temp,-30.51,70.68,40.07,1181.7,1.0,FAIL,356,2024-08-15 18:31:19.513292,MIL-STD-810 Method 501.7
TEST_001396,vibration,acoustic_vibration,11.89,33.15,47.57,835.77,0.989,FAIL,185,2025-05-29 18:31:19.513327,MIL-STD-810 Method 515.8
TEST_001397,temperature,high_temp,-29.27,57.88,25.82,1004.3,0.627,PASS,75,2024-10-09 18:31:19.513357,MIL-STD-810 Method 501.7
TEST_001398,humidity,water_splash,59.06,81.77,46.43,884.19,1.0,FAIL,346,2024-10-19 18:31:19.513388,IEC 60529
TEST_001399,temperature,low_temp,-35.62,49.29,3.14,902.4,0.579,PASS,165,2024-08-26 18:31:19.513432,MIL-STD-810 Method 502.7
TEST_001400,humidity,water_splash,-35.56,17.55,44.32,898.68,1.0,FAIL,306,2024-11-18 18:31:19.513463,IEC 60529
TEST_001401,temperature,low_temp,62.22,56.3,34.4,1100.03,1.0,FAIL,476,2025-06-20 18:31:19.513493,MIL-STD-810 Method 502.7
TEST_001402,vibration,acoustic_vibration,56.08,90.58,23.93,887.14,1.0,FAIL,294,2024-12-19 18:31:19.513524,MIL-STD-810 Method 515.8
TEST_001403,temperature,high_temp,43.59,92.08,30.46,1193.91,1.0,FAIL,361,2024-11-10 18:31:19.513560,MIL-STD-810 Method 501.7
TEST_001404,vibration,shock,61.52,55.64,22.13,839.81,1.0,FAIL,271,2025-01-14 18:31:19.513591,IEC 60068-2-27
TEST_001405,temperature,thermal_shock,-15.66,13.99,31.72,1158.02,1.0,FAIL,244,2025-04-17 18:31:19.513621,IEC 60068-2-14
TEST_001406,vibration,acoustic_vibration,14.68,81.1,19.3,899.23,0.607,PASS,150,2025-02-09 18:31:19.513656,MIL-STD-810 Method 515.8
TEST_001407,temperature,thermal_shock,27.93,53.86,21.86,894.23,0.502,PASS,445,2024-09-18 18:31:19.513693,IEC 60068-2-14
TEST_001408,humidity,humidity_resistance,36.87,89.03,35.98,1180.95,1.0,FAIL,379,2024-10-12 18:31:19.513722,MIL-STD-810 Method 507.7
TEST_001409,vibration,acoustic_vibration,-13.65,87.64,4.84,821.47,0.686,PASS,116,2025-06-03 18:31:19.513754,MIL-STD-810 Method 515.8
TEST_001410,humidity,humidity_resistance,66.69,10.94,28.91,995.68,0.918,FAIL,414,2024-09-08 18:31:19.513784,MIL-STD-810 Method 507.7
TEST_001411,humidity,water_splash,-19.48,48.43,42.53,1196.68,1.0,FAIL,407,2025-06-04 18:31:19.513813,IEC 60529
TEST_001412,temperature,low_temp,28.82,18.0,37.28,1182.86,0.902,FAIL,276,2025-02-08 18:31:19.513848,MIL-STD-810 Method 502.7
TEST_001413,humidity,condensation,44.66,38.92,38.58,935.13,0.699,PASS,431,2025-01-17 18:31:19.513881,ISO 16750-4
TEST_001414,vibration,mechanical_vibration,26.09,67.97,45.33,1118.05,0.918,FAIL,356,2025-04-13 18:31:19.513912,MIL-STD-810 Method 514.8
TEST_001415,humidity,humidity_resistance,21.3,25.34,45.4,1067.22,0.611,PASS,360,2025-07-30 18:31:19.513943,MIL-STD-810 Method 507.7
TEST_001416,humidity,humidity_resistance,40.59,39.78,42.19,947.18,0.774,FAIL,436,2025-01-17 18:31:19.513973,MIL-STD-810 Method 507.7
TEST_001417,humidity,condensation,43.73,43.92,32.23,927.36,0.728,FAIL,220,2025-01-03 18:31:19.514003,ISO 16750-4
TEST_001418,vibration,mechanical_vibration,15.96,48.76,13.81,1015.43,0.199,PASS,144,2025-04-28 18:31:19.514034,MIL-STD-810 Method 514.8
TEST_001419,temperature,thermal_shock,-14.24,45.63,8.54,1073.48,0.351,PASS,419,2025-07-24 18:31:19.514065,IEC 60068-2-14
TEST_001420,humidity,humidity_resistance,59.93,59.29,9.82,1093.7,0.376,PASS,180,2024-11-08 18:31:19.514095,MIL-STD-810 Method 507.7
TEST_001421,humidity,water_splash,-14.63,61.69,37.42,931.39,0.668,PASS,167,2024-09-20 18:31:19.514126,IEC 60529
TEST_001422,temperature,thermal_shock,26.23,57.38,11.35,1133.49,0.384,PASS,58,2025-03-25 18:31:19.514162,IEC 60068-2-14
TEST_001423,humidity,humidity_resistance,65.56,27.85,39.16,891.33,1.0,FAIL,435,2024-10-24 18:31:19.514197,MIL-STD-810 Method 507.7
TEST_001424,vibration,acoustic_vibration,20.46,32.38,6.81,940.71,0.077,PASS,348,2025-01-24 18:31:19.514229,MIL-STD-810 Method 515.8
